,Unnamed: 0,location_name,address,lat,lng
0,0,Community College of the Air Force,"130 W Maxwell Blvd, Montgomery, AL 36112-6613",32.3803817,-86.3518938
1,1,Community College of the Air Force,"2250 Stanley Road, Unit 161, Fort Sam Houston, TX 78234-6400",29.4498851,-98.45838239999999
2,2,Alabama A & M University,"4900 Meridian Street, Normal, AL 35762",34.7826591,-86.57028950000002
3,3,University of Alabama at Birmingham,"1720 2nd Avenue South, Birmingham, AL 35233",33.5095428,-86.80669520000001
4,4,UAB School of Optometry,"1716 University Boulevard, Birmingham, AL 35294",33.5034694,-86.80343839999999
5,5,UAB School of Dentistry,"Old Hillman Bldg 1919 7th Avenue South, Birmingham, AL 35233",33.5052139,-86.80046209999999
6,6,Amridge University,"1200 Taylor Rd, Montgomery, AL 36117-3553",32.3626131,-86.1738249
7,7,University of Alabama at Huntsville,"301 Sparkman Dr, Huntsville, AL 35899",34.7251471,-86.639783
8,8,Alabama State University,"915 S Jackson Street, Montgomery, AL 36104",32.3651836,-86.2957213
9,9,The University of Alabama,"801 University Boulevard, Tuscaloosa, AL 35487-0100",33.2096506,-87.5471736
10,10,Central Alabama Community College,"1675 Cherokee Road, Alexander City, AL 35010",32.925393,-85.945145
11,11,Childersburg Campus,"34091 US Hwy. 280, Childersburg, AL 35044",33.2607344,-86.34706260000002
12,12,Alexander City Campus,"1675 Cherokee Road PO Box 699, Alexander City, AL 35010",32.925393,-85.945145
13,13,Athens State University,"300 N Beaty St, Athens, AL 35611",34.805809,-86.96641679999999
14,14,Northeast Alabama CC,"138 Lowell Barron Highway W, Rainsville, AL 35986",34.5039911,-85.8281458
15,15,Northwest - Shoals Alabama CC,"800 George Wallace Road, Muscle Shoals, AL 35662",34.73980220000001,-87.6793404
16,16,Redstone Arsenal,"Bldg. 3200, Little John Road Athens State Universi, Redstone Arsenal, AL 35898",34.63,-86.64999999999999
17,17,Snead State CC,"220 North Walnut Street, Boaz, AL 35957",34.2009552,-86.1689907
18,18,Wallace State Comm Coll - Hanceville,"801 Main Street, Hanceville, AL 35077",34.0598451,-86.7695439
19,19,Auburn University-Montgomery,"7440 East Drive, Montgomery, AL 36117",32.36729,-86.177745
20,20,Auburn University Main Campus,"107 Samford Hall, Auburn University, AL 36849",32.6047401,-85.48279269999999
21,21,Mobile Campus (Pharmacy),"USA Rsch Park 650 Clinic Drive, Rm 2100, Mobile, AL 36688-0002",30.70202799999999,-88.17971299999999
22,22,Birmingham Southern College,"900 Arkadelphia Road, Birmingham, AL 35254",33.5148629,-86.8559116
23,23,Chattahoochee Valley Community College,"2602 College Dr, Phenix City, AL 36869",32.4244948,-85.0322391
24,24,Concordia College Alabama,"1804 Green Street, Selma, AL 36701",32.4245066,-87.01811080000002
25,25,DCH Regional Medical Center,"809 University Blvd., East, Tuscaloosa, AL 35401",33.20414969999999,-87.5278395
26,26,Enterprise State Community College,"600 Plaza Drive, Enterprise, AL 36330-1300",31.2981211,-85.8363459
27,27,AAC at Mobile,"1975 Ave C, Mobile, AL 36615-1403",30.6469389,-88.0670955
28,28,AAC at Ozark,"3405 Hwy 231 S, Ozark, AL 36360",31.4312265,-85.6231498
29,29,James H. Faulkner State Community College,"1900 US Hwy 31 S, Bay Minette, AL 36507-2698",30.8516559,-87.7773586
30,30,Faulkner State Fairhope Campus,"440 Fairhope Ave, Fairhope, AL 36532",30.5228053,-87.9021255
31,31,Faulkner State Gulf Shores Campus,"3301 Gulf Shores Pkwy, Gulf Shores, AL 36542",30.2889572,-87.68615659999999
32,32,Faulkner State at Daphne High School,"9300 Lawson Rd, Daphne, AL 36526",30.639016,-87.86400689999999
33,33,Faulkner University,"5345 Atlanta Hwy, Montgomery, AL 36109-3378",32.3835179,-86.2164055
34,34,FAULKNER UNIVERSITY-HUNTSVILLE,"420 WYNN DR, HUNTSVILLE, AL 35805-1963",34.7325121,-86.6536307
35,35,Birmingham,"2200 Riverchase Center, Birmingham, AL 35244",33.3655715,-86.783501
36,36,Mobile,"917 Western American Circle, Mobile, AL 36609",30.6729728,-88.1307783
37,37,Gadsden Business College,"3225 Rainbow Drive Suite 246, Rainbow City, AL 35906",33.9635775,-86.0344755
38,38,Gadsden Business College - Anniston Campus,"1805 Hillyer Robinson Industrial Parkway, Suite B, Anniston, AL 36207",33.6190887,-85.8091807
39,39,Gadsden State Community College,"1001 George Wallace Dr., Gadsden, AL 35902-0227",33.9959754,-85.9917038
40,40,Gadsden State Community College - Ayers Campus,"1801 Coleman Road, Anniston, AL 36207",33.6237278,-85.80283639999999
41,41,George C Wallace Community College,"1141 Wallace Drive, Dothan, AL 36303-9234",31.3156396,-85.4666895
42,42,Ft. Rucker Center,"Building 4502 Kingsman Street, Fort Rucker, AL 36362",31.3317613,-85.7102254
43,43,Sparks Campus,"3235 South Eufaula Ave., Eufaula, AL 36027",31.8404477,-85.1642086
44,44,Clanton Ext,"2829 Fourth Avenue North, Clanton, AL 35045",32.8329822,-86.6740652
45,45,Wallace State Community College  - Hanceville,"801 Main St. P. O. Box 2000, Hanceville, AL 35077-2000",34.0598451,-86.7695439
46,46,George Corley Wallace State Community College - Selma,"3000 Earl Goodwin Parkway, Selma, AL 36703-2808",32.4466035,-87.012492
47,47,Huntingdon College,"1500 East Fairview Avenue, Montgomery, AL 36106-2148",32.3504918,-86.2863163
48,48,Huntsville Hospital,"101 Sivley Road, Huntsville, AL 35801",34.7208528,-86.5804893
49,49,Heritage Christian University,"3625 Helton Dr, PO Box HCU, Florence, AL 35630-9977",34.8561377,-87.66297490000001
50,50,J.F. Drake State Community and Technical College,"3421 Meridian St North, Huntsville, AL 35811",34.77184039999999,-86.57302410000001
51,51,J F Ingram State Technical College,"5375 Ingram Road, Deatsville, AL 36022",32.5822792,-86.39175410000001
52,52,"J. F. Ingram State Technical College, Donaldson Correctional Facility","100 Warrior Lane, 100 Warrior Lane, AL 35023",33.5175043,-87.182334
53,53,"J. F. Ingram State Technical College, Draper Instructional Service Center","2800 Alabama Highway 143, Elmore, AL 36025",32.5667706,-86.3260973
54,54,"J. F. Ingram State Technical College, Tutwiler Instructional Service Center","8970 U.S. Highway 231 North, Wetumpka, AL 36092",32.5647898,-86.1952965
55,55,"J. F. Ingram State Technical College, Bibb Correctional Facility","565 Bibb Lane, Brent, AL 35034",32.9209448,-87.1629354
56,56,Jacksonville State University,"700 Pelham Road North, Jacksonville, AL 36265",33.82272,-85.7621186
57,57,Jefferson Davis Community College,"220 Alco Dr, Brewton, AL 36426",31.1012658,-87.08539859999999
58,58,Atmore,"6574 Highway 21 PO Box 1119, Atmore, AL 36504",31.1137279,-87.4702461
59,59,Jefferson State Community College,"2601 Carson Rd, Birmingham, AL 35215-3098",33.6518095,-86.70808760000001
60,60,Richard M. Scrushy Campus,"4600 Valleydale Rd, Birmingham, AL 35242",33.385591,-86.733504
61,61,Calhoun Community College,"6250 U S Highway 31 N, Tanner, AL 35671",34.6484041,-86.95034369999999
62,62,Decatur Fire and Rescue Center,"4119 Old Hwy 31, SW, Decatur, AL 35603",34.5252324,-86.9776833
63,63,Judson College,"302 Bibb St, Marion, AL 36756",32.6308332,-87.3169298
64,64,University of West Alabama,"205 North Washington Street, Livingston, AL 35470",32.5876868,-88.1853728
65,65,Lurleen B Wallace Community College,"1000 Dannelly Blvd., Andalusia, AL 36420-1418",31.3085039,-86.48329129999999
66,66,Lurleen B Wallace Community College - Greenville Campus,"750 Greenville Bypass, Greenville, AL 36037",31.8371213,-86.61035609999999
67,67,Lurleen B Wallace Community College - Springdale,"521 E. Three Notch Street, Andalusia, AL 36420",31.3091444,-86.47513049999999
68,68,MacArthur Campus,"1708 Main, Opp, AL 36467",31.306521,-86.2536346
69,69,Marion Military Institute,"1101 Washington St, Marion, AL 36756",32.623964,-87.31842379999999
70,70,Miles College,"5500 Myron Massey Blvd, Fairfield, AL 35064",33.4808313,-86.9082779
71,71,University of Mobile,"5735 College Parkway Drive, Mobile, AL 36663-0220",30.7946459,-88.1289433
72,72,University of Montevallo,"75 College Drive, Montevallo, AL 35115",33.1067187,-86.86541679999999
73,73,Northwest-Shoals Community College - Muscle Shoals,"800 George Wallace Blvd, Muscle Shoals, AL 35661",34.73980220000001,-87.6793404
74,74,Phil Campbell Campus,"2080 College Road, Phil Campbell, AL 35581",34.3440289,-87.73067119999999
75,75,Shoals Campus,"800 George Wallace Blvd., Muscle Shoals, AL 35661",34.73980220000001,-87.6793404
76,76,University of North Alabama,"One Harrison Plaza, Florence, AL 35632-0001",34.8074692,-87.68129379999999
77,77,Northeast Alabama Community College,"138 Alabama Highway 35, Rainsville, AL 35986",34.5448368,-85.911926
78,78,Northwest-Shoals Community College - Phil Campbell,"2080 College Road, Phil Campbell, AL 35881",34.3440289,-87.73067119999999
79,79,Oakwood University,"7000 Adventist Blvd N.W., Huntsville, AL 35896",34.7529622,-86.6485379
80,80,Alabama Southern Community College,"2800 South Alabama Avenue, Monroeville, AL 36460",31.4864635,-87.32681269999999
81,81,Jackson Campus,"235 College Avenue, Jackson, AL 36545",31.5133804,-87.8947434
82,82,Thomasville Campus,"30755 Hwy. 43 South, Thomasville, AL 36784",31.9134859,-87.7358366
83,83,Gilbertown Campus,"251 College Street, Gilbertown, AL 36908",31.8715482,-88.3154512
84,84,Demopolis Campus,"186 Field of Dreams Drive, Demopolis, AL 36732",32.4848004,-87.7863675
85,85,Prince Institute - Southeast,"596 W. Lamont Road, Elmhurst, IL 60126",41.9286976,-87.96341989999999
86,86,Prince Institute - Great Lakes,"596 W. Lamont Road, Suite 110, Elmhurst, IL 60126",41.9286976,-87.96341989999999
87,87,Prince Institute - Rocky Mountains,"9051 Harlan Street, Unit 20, Westminster, CO 80031-2901",39.8598123,-105.0647125
88,88,Reid State Technical College,"I-65 and Highway 83, Evergreen, AL 36401",31.4471943,-86.97404980000002
89,89,Reid State Technical College Extension Campus,"300 Jaguar Drive, Evergreen, AL 36401",31.433008,-86.9398894
90,90,Reid State Technical College at Jeff Davis Community College,"201 Brookwood Road, Atmore, AL 35604",31.0059794,-87.49602540000001
91,91,"Reid State Technical College, South Baldwin Transportation Site","202 Sanborn Avenue, Summerdale, AL 36580",30.47784499999999,-87.6991911
92,92,"Reid State Technical College, Practical Nursing/Lurleen B. Wallace Community College","750 Greenville By-Pass, Greenville, AL 36037",31.8371213,-86.61035609999999
93,93,Bishop State Community College,"351 North Broad Street, Mobile, AL 36603-5362",30.6959001,-88.0557153
94,94,Samford University,"800 Lakeshore Drive, Birmingham, AL 35229-2240",33.4649218,-86.7913423
95,95,Shelton State Community College,"9500 Old Greensboro Rd, Tuscaloosa, AL 35405-8522",33.1210689,-87.56198719999999
96,96,Shelton State Community College - C.A. Fredd Campus,"3401 Martin Luther King Blvd., Tuscaloosa, AL 35401",33.1811287,-87.5765428
97,97,Snead State Community College,"220 North Walnut Street, Boaz, AL 35957-0734",34.2009552,-86.1689907
98,98,University of South Alabama,"307 N University Blvd, Mobile, AL 36688-0002",30.6954258,-88.1752139
99,99,University of South Alabama - Springhill,"1504 Springhill Avenue, Mobile, AL 36604",30.6932889,-88.07179719999999
100,100,Southern Community College,"205 S Main St, Tuskegee, AL 36083-0688",32.4224308,-85.6890303
101,101,Spring Hill College,"4000 Dauphin St, Mobile, AL 36608-1791",30.6915278,-88.13767899999999
102,102,Southeastern Bible College,"2545 Valleydale Road, Birmingham, AL 35244-2083",33.3786684,-86.74934569999999
103,103,Stillman College,"3601 Stillman Boulevard, Tuscaloosa, AL 35403",33.200526,-87.5852409
104,104,Talladega College,"627 W Battle St, Talladega, AL 35160",33.4330063,-86.1136203
105,105,H. Councill Trenholm State Community College,"P. O. Box 10048, Montgomery, AL 36108",32.3792233,-86.3077368
106,106,H Councill Trenholm State Technical College - Patterson Campus,"3920 Troy Highway, Montgomery, AL 36116-2699",32.3249164,-86.2433095
107,107,Troy University,"University Avenue, Troy, AL 36082-0001",31.7984183,-85.9552906
108,108,Troy University - Dothan,"501 University Drive, Dothan, AL 36304",31.2843925,-85.47033850000001
109,109,Troy University - Montgomery,"231 Montgomery Street, Montgomery, AL 36103-4419",32.3762767,-86.3109327
110,110,Troy University - Phenix City,"One University Place, Phenix City, AL 36869",32.42039159999999,-85.0324807
111,111,Troy University - Atlantic Region,"5425 Robin Hood Rd Suite 1B, Norfolk, VA 23513",36.8801533,-76.218155
112,112,Troy University - Western Region,"5825 Delmonico Drive Suite 120, Colorado Springs, CO 80919",38.9157826,-104.8231178
113,113,Troy University - Southeast Region,"506 Manchester Expressway Suite B20, Columbus, GA 31914",32.5065588,-84.9859796
114,114,Troy University - Atlantic Region,"620 John Paul Jones Cir Dept. of the Navy/Navy Med, Portsmouth, VA 23703-2197",36.8452805,-76.30644029999999
115,115,Tuskegee University,"Kresge Center, 3rd Floor, Tuskegee, AL 36088-1920",32.4309166,-85.7084869
116,116,United States Sports Academy,"One Academy Dr, Daphne, AL 36526-7055",30.6400421,-87.9115422
117,117,Bevill State Community College,"1411 Indiana Avenue, Jasper, AL 35501",33.8371004,-87.2658745
118,118,BSCC Business Incubator,"3512 Industrial Dr., Jasper, AL 35501",33.817227,-87.23860839999999
119,119,Fayette Campus,"2631 Temple Avenue, Fayette, AL 35555",33.7252883,-87.81811909999999
120,120,Hamilton Campus,"P.O. Drawer 9, Hamilton, AL 35570",34.1334456,-87.9909017
121,121,Jasper Campus,"1411 Indiana Avenue, Jasper, AL 35501",33.8371004,-87.2658745
122,122,University of Alaska Anchorage,"3211 Providence Drive, Anchorage, AK 99508-8046",61.1907878,-149.8244275
123,123,University of Alaska Fairbanks,"Signers' Hall, Fairbanks, AK 99775-7480",64.8562245,-147.8211757
124,124,Tanana Valley campus,"604 Barnette Street, Fairbanks, AK 99701",64.84103879999999,-147.7269787
125,125,University of Alaska Southeast,"11120 Glacier Highway, Juneau, AK 99801-8697",58.38438979999999,-134.639532
126,126,Alaska Pacific University,"4101 University Dr, Anchorage, AK 99508",61.18949000000001,-149.8066265
127,127,Alaska Vocational Technical Center,"809 Second Avenue, Seward, AK 99664-0889",60.1105898,-149.4444925
128,128,Alaska Vocational Technical Center - Allied Health Department,"1251 Muldoon Road, Suite 103, Anchorage, AK 99504",61.21104399999999,-149.7304933
129,129,Charter College,"17200 SE Mill Plain Boulevard, Suite 100, Vancouver, WA 98683",45.6178325,-122.4947557
130,130,Charter College - Mat-Su,"721 West Parks Highway, Unit 5, Wasilla, AK 99654",61.5820197,-149.4690536
131,131,Charter College - Pasco,"5278 Outlet Drive, Pasco, WA 99301",46.2764806,-119.2103929
132,132,Charter College - Oxnard,"2000 Outlet Center Drive, Suite 150, Oxnard, CA 93036",34.2205954,-119.146773
133,133,Charter College - Anchorage,"2221 East Northern Lights Boulevard, Suite 120, Anchorage, AK 99580",61.1963065,-149.8393167
134,134,Charter College - Farmington,"3030 E. 20th Street, Farmington, NM 87402",36.7494076,-108.1650335
135,135,Charter College - Fife,"3700 Pacific Highway East, Suite 150, Fife, WA 98424",47.2418251,-122.3790664
136,136,Charter College- Lynwood,"19401 40th Avenue West, Lynwood, WA 98036",47.8228821,-122.2860861
137,137,Charter College - Billings,"1595 Grand Avenue, Suite 230, Billings, MT 59102",45.7856803,-108.555966
138,138,Charter College - Canyon Country,"19034 Soledad Canyon Road, Canyon Country, CA 91351",34.4153818,-118.4686038
139,139,Charter College - East Wenatchee,"595 Grant Road, Suite 5, East Wenatchee, WA 98802",47.4064247,-120.2802407
140,140,Charter College - Lacey,"4520 Lacey Boulevard SE, Suite 40, Lacey, WA 98503",47.036955,-122.8250921
141,141,Charter College - Lancaster,"43141 Business Center Parkway, Suite 109, Lancaster, CA 93535",34.6662627,-118.1298855
142,142,Charter College - Missoula,"1900 Brooks St, Suite 6, Missoula, MT 59801",46.8517611,-114.011651
143,143,Charter College - Yakima,"2706 West Nob Hill Boulevard, Suite 106, Yakima, WA 98902",46.5845224,-120.5455099
144,144,Prince William Sound Community College,"303 Lowe Street, Valdez, AK 99686",61.1341938,-146.3548682
145,145,Sheldon Jackson College,"801 Lincoln Street, Sitka, AK 99835-7699",57.0513656,-135.3216296
146,146,Alaska Career College,"1415 E Tudor Road, Anchorage, AK 99507-1033",61.18136479999999,-149.8570744
147,147,Everest College - Phoenix,"10400 N. 25th Avenue, Suite 190, Phoenix, AZ 85021",33.5815812,-112.1140263
148,148,Everest College - Mesa,"5416 E. Baseline Rd, Mesa, AZ 85206",33.3798899,-111.7146078
149,149,Thunderbird School of Global Management,"15249 N 59th Ave, Glendale, AZ 85306-6000",33.6248594,-112.183733
150,150,Thunderbird School of Global Management - Miami Campus,"3625 NW 82nd Avenue Ste. 205, Miami, FL 33116",25.8075334,-80.32878149999999
151,151,American Indian College,"10020 N 15th Ave, Phoenix, AZ 85021",33.5778421,-112.0917435
152,152,American Institute of Trucking,"440 S 54th Ave, Phoenix, AZ 85043-4729",33.4423985,-112.1755644
153,153,Carrington College - Phoenix,"8503 N 27th Ave, Phoenix, AZ 85051-4063",33.5615678,-112.1160553
154,154,Carrington College - Tucson,"201 N. Bonita Avenue, Tucson, AZ 85745",32.22407270000001,-110.9829554
155,155,Carrington College - Las Vegas,"5740 S. Eastern Avenue, Suite 140, Las Vegas, NV 89119",36.0849578,-115.1180433
156,156,Carrington College - Tri City Inc.,"1001 West Southern Avenue, Mesa, AZ 85210",33.3924995,-111.8532638
157,157,Carrington College - Westside,"2701 W Bethany Home Road, Phoenix, AZ 85017",33.5233786,-112.1174525
158,158,Carrington College - Online,"4742 North 24th Street, Suite 360, Phoenix, AZ 85016",33.507108,-112.0307845
159,159,Carrington College - Albuquerque,"1001 Menual Boulevard, Albuquerque, NM 87107",35.1099227,-106.6334592
160,160,College America - Flagstaff,"399 S. Malpais Ln., 2nd Fl., Flagstaff, AZ 86001",35.1944475,-111.6576301
161,161,Arizona Academy of Beauty Inc,"5631 E Speedway Blvd, Tucson, AZ 85712",32.2371626,-110.8723028
162,162,International Institute of the Americas,"6049 N 43rd Ave, Phoenix, AZ 85019-1600",33.5251794,-112.1507767
163,163,Arizona State University,"P.O. Box 877705, Tempe, AZ 85287",33.418294,-111.9311925
164,164,Arizona State University at the Downtown Phoenix Campus,"411 N. Central Ave, Phoenix, AZ 85004",33.452957,-112.0734512
165,165,Arizona State University at the West Campus,"4701 W Thunderbird Rd, Glendale, AZ 85306",33.6069689,-112.15965
166,166,Arizona State University at the Polytechnic Campus,"7001 E. Williams Field Rd., Mesa, AZ 85212-6053",33.3062665,-111.6781654
167,167,Arizona State University at Avondale Lattie Coor,"1406 North Central Avenue, Avondale, AZ 85323",33.4470658,-112.3509141
168,168,Arizona State University at Chinle Elementary School,"US 191 West Chinle, Chinle, AZ 86503",36.15783589999999,-109.5825853
169,169,Arizona State University at Joe Carlson Elementary,"1700 North Louis Avenue, Douglas, AZ 85607",31.3525691,-109.5360751
170,170,Arizona State University at Ganado Middle School (Ganado Unified School District,"Hwy. 264, Ganado, AZ 86505",35.7090175,-109.5417394
171,171,Arizona State University at Mirage School (Deer Valley School District),"3910 W Groves Avenue, Glendale, AZ 85308",33.6485573,-112.1446632
172,172,Arizona State University at Sonoran Sky Elementary (Pendergast PDS Site),"10150 W. Missouri Avenue, Glendale, AZ 85301",33.5164505,-112.2793839
173,173,Arizona State University at Lake Havasu,"98 Swanson Plaza, Lake Havasu City, AZ 86043",34.471935,-114.321447
174,174,Arizona State University at Cloves Campbell School (Roosevelt District PDS),"2624 E. South Mountain Avenue, Phoenix, AZ 85042",33.371492,-112.0261191
175,175,Arizona State University at Longview School,"1209 East Indian School Road, Phoenix, AZ 85014",33.4938359,-112.0539713
176,176,Arizona State University at Madison Park Middle School (Madison Elem District),"1431 E. Campbell Avenue, Phoenix, AZ 85014",33.50131289999999,-112.0493603
177,177,Arizona State University at Mayo Clinic Hospital,"5777 East Mayo Boulevard, Phoenix, AZ 85054",33.6590516,-111.9564498
178,178,Arizona State University at Palomino Elementary School (Paradise Valley PDS Site),"15833 N 19th Street, Phoenix, AZ 85032",33.6314139,-112.0410887
179,179,Arizona State University at Phoenix College (Phoenix Metro Area),"1202 West Thomas Road, Phoenix, AZ 85013",33.4814939,-112.0906723
180,180,Arizona State University at Gadsden Jr. High School (San Luis PDS Site),"963 N. 8th Avenue, San Luis, AZ 85349",32.495462,-114.7594648
181,181,Arizona State University at Hohokam School,"8451 E. Oak Street, Scottsdale, AZ 85251",33.4721423,-111.8982535
182,182,Arizona State University at TB&B Parkside,"8355 E. Hartford Drive, Scottsdale, AZ 85260",33.6416887,-111.9018762
183,183,Arizona State University at ASU Research Park,"7700 South River Parkway, Bldg. #118, Tempe, AZ 85084",33.3471851,-111.8992948
184,184,Arizona State University at Eastern Arizona College,"615 N Stadium Avenue, Thatcher, AZ 85552",32.8463004,-109.7620276
185,185,Arizona State University at Sunnyside Unified School District,"2238 E. Ginter Road, Tucson, AZ 85706",32.1373955,-110.9386546
186,186,Arizona State University at Tucson,"340 N. Commerce Park Loop, Tucson, AZ 85745",32.22581,-110.983654
187,187,Arizona State University at Michael Anderson Elementary School,"45 S. 3rd Avenue, Avondale, AZ 85323",33.4337186,-112.351566
188,188,Arizona State University at San Carlos Unified School District,"45 San Carlos Avenue, San Carlos, AZ 85550",33.3568789,-110.4525153
189,189,Arizona State University at Sunnyside Unified School District (Esperanza Elem Sc,"2353 E. Bantam Road, Tucson, AZ 85706",32.1556019,-110.9360408
190,190,Arizona State University at Flagstaff,"1200 S Beaver Street, Flagstaff, AZ 86011",35.1866192,-111.6537047
191,191,Arizona State University at Chandler Instructional Resource Center,"500 West Galveston Street, Chandler, AZ 85225",33.3140406,-111.848754
192,192,Arizona State University at Dysart District Office,"11405 North Dysart Road, El Mirage, AZ 85335",33.5900531,-112.3378738
193,193,Arizona State University at Barry Goldwater High School,"2820 West Rose Garden Lane, Phoenix, AZ 85027",33.6785924,-112.1206661
194,194,Arizona State University at Isaac Junior High School,"3402 West McDowell Road, Phoenix, AZ 85009",33.4667945,-112.133241
195,195,Arizona State University at Kyrene de la Mariposa School,"50 E. Knox Rd., Tempe, AZ 85284",33.326897,-111.9360403
196,196,Arizona State University at Madison School No. 2,"2002 East Campbell Avenue, Phoenix, AZ 85016",33.50328,-112.0381356
197,197,Arizona State University at Mesa School Student Service Center,"1025 North Country Club Drive, Mesa, AZ 85201",33.43375,-111.8392521
198,198,Arizona State University at Mohave School,"5520 North 86th Street, Scottsdale, AZ 85250",33.5174375,-111.8982196
199,199,Arizona State University at Phoenix Prep Academy,"735 East Filmore Street, Phoenix, AZ 85006",33.4534304,-112.0639383
200,200,Arizona State University at Supai Middle School,"6720 E. Continental, Scottsdale, AZ 85257",33.4587015,-111.9374783
201,201,Arizona State University at Tempe Elementary District #3,"3205 South Rural Road, Tempe, AZ 85282",33.3946808,-111.9253276
202,202,Arizona State University at Tempe Learning Center,"3500 South Rural Road, Tempe, AZ 85282",33.390889,-111.927574
203,203,Arizona State University at Tempe Union High School,"1730 South Mill Avenue, Tempe, AZ 85281",33.40959,-111.941569
204,204,Arizona State University at Peoria Unified District #11,"6330 West Thunderbird Road, Glendale, AZ 85306",33.6116619,-112.1952763
205,205,Arizona State University at Basha Elementary School,"3535 S. Basha Rd., Chandler, AZ 85248",33.2540177,-111.8573243
206,206,Arizona State University at Corona Del Sol High School,"1001 East Knox Road, Tempe, AZ 85284",33.3256842,-111.9263523
207,207,Arizona State University at Sunnyslope Elementary,"801 West Peoria Avenue, Phoenix, AZ 85029",33.5815524,-112.0836861
208,208,Arizona State University at Val Vista Lakes Elementary School,"1030 North Blue Grotto, Gilbert, AZ 85234",33.3702813,-111.7552245
209,209,Arizona State University at Verrado Middle School,"20880 West Main Street, Buckeye, AZ 85396",33.4962046,-112.5079331
210,210,Arizona State University at Whiteriver Elementary School,"P.O. 190; 1 North Ave., Whiteriver, AZ 85941",33.842613,-109.962606
211,211,Arizona State University at Deer Valley School District,"20402 North 15th Avenue, Phoenix, AZ 85027",33.6712083,-112.0922558
212,212,Arizona State University at Indian Oasis Intermediate School,"111 Main Street, Sells, AZ 85634",31.913478,-111.8818065
213,213,Arizona State University at Madison Elementary District #3,"5601 North 16th Street, Phoenix, AZ 85016",33.5177398,-112.0454014
214,214,Arizona State University at Madison School No. 3,"5601 North 16th Street, Phoenix, AZ 85016",33.5177398,-112.0454014
215,215,Arizona State University at SkySong,"1475 N. Scottsdale Road, Scottsdale, AZ 85257-3538",33.4641223,-111.923165
216,216,Arizona State University at El Mirage Elementary School (Dysart site),"13500 N. El Mirage Road, El Mirage, AZ 85335",33.607424,-112.3255808
217,217,Arizona State University at Arizona Western College,"2020 South Avenue 8 East, Yuma, AZ 85365",32.688474,-114.4948775
218,218,Arizona State University at Centerra Mirage,"15151 W Centerra Drive South, Goodyear, AZ 85338",33.443034,-112.3858397
219,219,Arizona State University at Central Arizona College,"8470 N. Overfield Road, Coolidge, AZ 85228",32.9574297,-111.6521054
220,220,Arizona State University at Navajo Education Building,"One Morgan Boulevard, Window Rock, AZ 86504",35.6782965,-109.0582334
221,221,Arizona State University at Thunderbird School of Global Management,"1 Global Place, Glendale, AZ 85306",33.6224893,-112.1825592
222,222,The Mercado,"550 E. Van Buren Street, Phoenix, AZ 85004",33.4516342,-112.0668689
223,223,Northern Arizona University,"South San Francisco Street, Flagstaff, AZ 86011",35.188472,-111.6529438
224,224,Litchfield  Elementary District,"553 Plaza Circle Litchfield Park, Litchfield Park, AZ 85340",33.4881776,-112.3491445
225,225,City of Peoria Municipal Complex,"8401 W. Monroe Street, Peoria, AZ 85345",33.5756192,-112.2406371
226,226,General Dynamics Facility,"8201 E. McDowell Road, Scottsdale, AZ 85250",33.4647676,-111.9019458
227,227,Arizona State University - Nevitt Elementary School,"4525 E St Anne, Phoenix, AZ 85042",33.3873747,-111.9845733
228,228,First National Bank of Arizona,"17600 N Perimeter Dr, Scottsdale, AZ 85255",33.6459642,-111.898857
229,229,Pendergast Learning Center,"3802 N. 91st Avenue, Phoenix, AZ 85037",33.4910643,-112.2557027
230,230,Mohave District Annex,"8505 E. Valley View Road, Scottsdale, AZ 85250",33.51834210000001,-111.8980333
231,231,Hudson School,"1325 E Malibu Dr, Tempe, AZ 85282",33.3907945,-111.9170369
232,232,Maricopa Community Center District,"Maricopa Community College District, Tempe, AZ 85281",33.4128354,-111.9737737
233,233,Evans Elementary School,"4525 S. College Ave., Tempe, AZ 85282",33.3841562,-111.9341074
234,234,Kyrene del Akimel School,"2720 E Liberty Ln, Phoenix, AZ 85048",33.2936584,-112.023604
235,235,Navajo Nation Museum,"P.O. Box 1840, Windowrock, AZ 86515",35.680573,-109.0525929
236,236,Garfield School,"811 N 13th St, Phoenix, AZ 85006",33.45705940000001,-112.0531795
237,237,Tempe Union High School District,"500 West Guadalupe Road, Tempe, AZ 85283",33.3642129,-111.9502929
238,238,Balsz Elementary District,"4309 East Belleview Street, Phoenix, AZ 85008",33.46127,-111.9891378
239,239,Milenio School,"4630 East Frye Road, Phoenix, AZ 85048",33.2990488,-111.9837349
240,240,Kyrene de Los Ninos School,"1330 East Dava Drive, Tempe, AZ 85283",33.353952,-111.9196452
241,241,Kyrene de los Lagos Elementary School,"17001 South 34th Way, Phoenix, AZ 85048",33.2925575,-112.0079545
242,242,Southwest Human Development,"2850 North 24th Street, Phoenix, AZ 85008",33.4791431,-112.0307301
243,243,Scottsdale Healthcare-Shea,"9003 East Shea Boulevard, Scottsdale, AZ 85260",33.5801319,-111.8847121
244,244,Machan (William T.) School,"2140 East Virginia Avenue, Phoenix, AZ 85006",33.4779931,-112.0353411
245,245,Holdeman Elementary School,"1326 West 18th Street, Tempe, AZ 85281",33.4101263,-111.9593055
246,246,Adams Elementary School,"730 South Longmore, Mesa, AZ 85202",33.4000524,-111.866628
